"","x"
"4138","1"
"4139","1"
"4140","1"
"4141","4"
"4142","40"
"4143","3"
"4144","22"
"4145","35"
"4146","10"
"4147","1"
"4148","1"
"4149","12"
"4150","30"
"4151","40"
"4152","1"
"4153","10"
"4154","6"
"4155","1"
"4156","30"
"4157","10"
"4158","10"
"4159","36"
"4160","12"
"4161","2"
"4162","2"
"4163","1"
"4164","12"
"4165","27"
"4166","1"
"4167","12"
"4168","2"
"4169","2"
"4170","2"
"4171","1"
"4172","26"
"4173","1"
"4174","45"
"4175","30"
"4176","10"
"4177","45"
"4178","10"
"4179","3"
"4180","30"
"4181","27"
"4182","2"
"4183","37"
"4184","2"
"4185","3"
"4186","11"
"4187","35"
"4188","31"
"4189","27"
"4190","30"
"4191","38"
"4192","45"
"4193","40"
"4194","30"
"4195","10"
"4196","45"
"4197","27"
"4198","26"
"4199","40"
"4200","3"
"4201","2"
"4202","1"
"4203","2"
"4204","1"
"4205","1"
"4206","3"
"4207","40"
"4208","42"
"4209","3"
"4210","41"
"4211","1"
"4212","7"
"4213","45"
"4214","2"
"4215","26"
"4216","29"
"4217","28"
"4218","3"
"4219","31"
"4220","8"
"4221","41"
"4222","1"
"4223","45"
"4224","36"
"4225","30"
"4226","2"
"4227","11"
"4228","3"
"4229","11"
"4230","38"
"4231","1"
"4232","30"
"4233","28"
"4234","41"
"4235","2"
"4236","42"
"4237","1"
"4238","12"
"4239","7"
"4240","44"
"4241","26"
"4242","35"
"4243","10"
"4244","36"
"4245","10"
"4246","1"
"4247","3"
"4248","36"
"4249","36"
"4250","3"
"4251","28"
"4252","1"
"4253","8"
"4254","2"
"4255","2"
"4256","1"
"4257","27"
"4258","40"
"4259","1"
"4260","2"
"4261","3"
"4262","3"
"4263","1"
"4264","31"
"4265","28"
"4266","1"
"4267","2"
"4268","1"
"4269","11"
"4270","27"
"4271","2"
"4272","2"
"4273","3"
"4274","11"
"4275","3"
"4276","3"
"4277","25"
"4278","1"
"4279","1"
"4280","9"
"4281","40"
"4282","7"
"4283","12"
"4284","1"
"4285","14"
"4286","2"
"4287","1"
"4288","1"
"4289","2"
"4290","1"
"4291","1"
"4292","9"
"4293","2"
"4294","9"
"4295","1"
"4296","1"
"4297","26"
"4298","35"
"4299","1"
"4300","30"
"4301","2"
"4302","45"
"4303","30"
"4304","3"
"4305","2"
"4306","3"
"4307","38"
"4308","12"
"4309","28"
"4310","27"
"4311","40"
"4312","12"
"4313","2"
"4314","41"
"4315","12"
"4316","36"
"4317","27"
"4318","26"
"4319","2"
"4320","1"
"4321","1"
"4322","2"
"4323","10"
"4324","1"
"4325","26"
"4326","35"
"4327","40"
"4328","2"
"4329","45"
"4330","2"
"4331","3"
"4332","12"
"4333","12"
"4334","43"
"4335","36"
"4336","28"
"4337","45"
"4338","44"
"4339","22"
"4340","38"
"4341","2"
"4342","1"
"4343","29"
"4344","5"
"4345","8"
"4346","1"
"4347","40"
"4348","1"
"4349","2"
"4350","28"
"4351","44"
"4352","12"
"4353","45"
"4354","1"
"4355","1"
"4356","2"
"4357","2"
"4358","42"
"4359","1"
"4360","41"
"4361","40"
"4362","44"
"4363","45"
"4364","5"
"4365","2"
"4366","2"
"4367","2"
"4368","2"
"4369","7"
"4370","45"
"4371","12"
"4372","22"
"4373","12"
"4374","42"
"4375","40"
"4376","3"
"4377","12"
"4378","27"
"4379","2"
"4380","36"
"4381","14"
"4382","25"
"4383","30"
"4384","43"
"4385","45"
"4386","7"
"4387","2"
"4388","11"
"4389","2"
"4390","1"
"4391","12"
"4392","1"
"4393","11"
"4394","42"
"4395","25"
"4396","3"
"4397","36"
"4398","27"
"4399","41"
"4400","33"
"4401","35"
"4402","45"
"4403","22"
"4404","12"
"4405","31"
"4406","27"
"4407","3"
"4408","40"
"4409","2"
"4410","22"
"4411","25"
"4412","2"
"4413","25"
"4414","3"
"4415","41"
"4416","27"
"4417","22"
"4418","38"
"4419","22"
"4420","17"
"4421","22"
"4422","23"
"4423","22"
