Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,HoxD8,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3
-3.8232291,-11,-11,-1.54870979,-11,-4.82970379,0.817321,-1.34723899,-5.84106155,1.87388567,-1.33265925,-2.81240322,-11,-11,-11,-11,-0.31213748,-11,-11,-11,-11,-4.33276802,1.05846653,-1.42039434,-1.1921243,-4.83984995,-1.45032124,-3.85495462,-4.02386595,-11,-11,-11,-7.42670195,-3.17372714,-3.14317291,-3.03679303,-11,-4.28439867,-2.31288586,-0.24123737,-8.03067701,-2.49272454
-2.479820555,-11,4.660566425,-0.336524665,-2.173100555,-0.740800265,0.709139305,-4.799049395,-2.782839075,3.688618175,-1.874405575,-3.142337255,-11,-11,-4.496532865,-11,-1.823371675,-11,-1.356756095,-11,-11,-1.723267525,1.683456095,-0.550182175,-0.955936655,-5.052294195,-1.067905965,-4.605509415,-0.526262865,-11,-11,-4.742631035,-6.604318445,0.348869735,-2.192478715,-4.918305935,-3.595775315,-3.139688165,-2.452925425,-1.776755075,-11,-3.821850155
-11,-11,2.309368313,-0.045146557,-3.253703988,-3.026718208,-1.572303718,-0.264106787,-3.029253968,2.289391683,-0.127239447,-1.757241258,-11,-11,-11,-3.291888398,-0.289751898,-11,-3.413892418,-11,-11,-11,2.020367573,-1.517104528,-1.450760878,-3.767123108,-2.049653968,-11,-0.224391497,-11,-11,-11,-4.469230888,-1.650357188,-3.732140378,-4.778913548,-11,-1.911504118,-2.258346948,1.023498323,-11,-11
-11,-11,-2.275060718,-1.154289158,-11,-11,0.078381992,0.399081353,-2.439513458,1.979590363,-0.063937027,-3.221991538,-11,-11,-11,-11,0.519375103,-11,-3.790293428,-11,-11,-11,1.098739913,-1.578746018,-2.614248258,-11,-3.009263238,-11,-11,-11,-3.957930978,-11,-6.495625968,-4.964501868,-2.321859238,-11,-11,-11,-1.058390598,1.147373503,-6.554368158,-4.341620148
-11,-11,-11,-4.410007065,-11,-11,-0.958194785,-1.482093285,-3.197040565,-11,0.866243185,-1.580702345,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,2.069816855,-4.224325895,0.300108595,-11,-11,-2.815784185,0.612292785,-11,-11,-11,-11,-11,-11,-5.839265925,-11,-11,-11,-11,-7.887878145,-11
-11,-11,-11,-4.94364077,-11,-6.01446989,-0.12406951,-5.66209541,-4.93993855,-11,-0.0564292,-1.34921903,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-0.03900166,-2.38096383,-3.00711785,-11,-11,-4.7996833,-11,-11,-11,-11,-11,-4.46927842,-11,-4.00566492,-11,-11,-11,-11,-4.72138921,-3.2711143
-3.240779815,-11,-11,-4.127623325,-11,-4.494081985,-0.995887055,-5.561145435,-2.528245385,0.834425385,1.508654525,0.468450155,-11,-11,-11,-11,-1.311061935,-11,-11,-11,-11,-11,0.227727245,-11,-1.784676125,-11,-1.707131855,-11,0.721045345,-4.258019365,-11,-11,-6.981056055,-4.792216195,-11,-11,-11,-11,-1.824651685,-1.502529695,-5.200642995,-11
-2.589649348,-11,2.984629343,1.743805103,-2.281063408,-1.149719878,2.401929993,0.204285712,-1.223447738,4.497441893,-2.195624538,-1.893983118,-11,-11,-11,-11,0.496035273,-11,-11,-11,-4.582246178,-11,2.252787543,-0.614477798,-2.217682828,-4.149261118,0.264988263,-11,-11,-5.487645538,-2.806731028,-11,-4.826672048,-3.636586128,-11,-5.978567918,-11,-0.231582798,0.102120173,1.552693043,-11,-11
-2.951624888,-11,4.053374723,-0.096842088,-1.918637668,-0.455678728,1.935749533,-4.017867008,-1.703343968,3.334456413,-2.942833858,-2.108547588,-11,-11,-11,-11,-2.680933148,-11,-2.131718748,-11,-11,-3.115744858,1.920285253,-2.148562968,-0.795163748,-11,-2.080537478,-2.306444738,-0.051462098,-11,-11,-11,-5.067736128,-0.053272238,-3.301254848,-3.935293228,-11,-3.899639398,-2.062631008,-0.010178098,-7.869300718,-11
-11,-11,-11,-3.107966358,-11,-11,-1.651654048,-0.664079628,-4.005419848,-0.708460137,-1.597589978,-3.099862178,-11,-11,-11,-11,-3.293321928,-11,-11,-11,-11,-11,0.734090372,-3.816143608,-1.881604828,-11,-11,-11,-11,-11,-11,-11,-7.942112558,-5.509665878,-11,-11,-11,-5.430278028,-4.170334328,0.021934052,-6.724069478,-5.496026948
-5.191557758,-11,-0.841473578,-2.156836918,-11,-5.454299398,-1.284492088,-0.509783248,-3.563136478,0.865709553,-1.228304348,-5.214137128,-11,-11,-11,-3.897375618,-2.149977078,-11,-2.244445168,-11,-11,-4.998552838,0.463290972,-1.941549178,-2.645223728,-5.469091338,-0.966272968,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-4.077327258,-2.997817048,-0.069088027,-6.793923628,-11
-11,-11,-0.061962895,-2.289956825,-11,-4.417656055,-0.730981795,-0.436948985,-3.355153165,1.657437005,0.111035865,-1.928020875,-11,-11,-11,-11,-2.044490995,-11,-4.780729655,-11,-11,-11,0.683378165,-3.503943055,-2.877542785,-5.470477325,-11,-11,-11,-11,-11,-11,-7.179274625,-2.486864715,-2.816249895,-5.171703215,-11,-4.943109175,-1.338674505,0.160302395,-5.052793015,-4.971458375
-4.04418496,-4.08002398,0.78072606,-0.64617868,-1.28128649,0.01796834,2.20559005,-2.76671234,-3.27728325,2.93400165,-11,-0.92217746,-11,-11,-11,-11,-1.27047251,-11,-11,-11,-11,-4.15864133,1.65468653,-2.22947382,-1.77287293,-11,-6.13515252,-2.53169933,-1.22302087,-11,-11,-11,-4.70758414,-3.44668361,-3.50754934,-4.37310788,-11,-3.30108887,-1.83747575,0.11902598,-5.59357512,-11
-11,-11,-11,-2.159416643,-11,-4.565845063,-0.753687353,-0.828207412,-1.490443563,2.856411798,-2.085137483,-2.974441803,-11,-11,-11,-11,-1.770251253,-11,-3.640058523,-11,-11,-11,0.765081248,-1.649311893,-11,-11,-11,-11,-11,-11,-4.133250733,-11,-7.382554633,-3.324095153,-2.741154913,-5.877158023,-11,-3.657434913,-1.711289603,-0.855732803,-6.732098583,-2.132996283
-11,-11,-11,-2.089355505,-11,-4.941150645,0.611360305,-1.666730695,-1.684888595,2.364364345,-1.986843095,-3.321937995,-11,-11,-11,-3.816520635,-0.719882205,-11,-4.404832235,-11,-11,-4.942742455,1.872421855,-2.964455585,-2.969541305,-3.177335485,-11,-11,-11,-5.882043905,-4.771035565,-11,-6.028483225,-3.330437545,-11,-6.917408485,-11,-3.417958335,-2.264838385,-0.407208845,-8.664386535,-4.974234885
-2.692322893,-11,3.897658168,-0.479470973,-2.002619083,-0.442031012,2.102414008,-3.843487863,-2.045529503,3.343395968,-2.496972913,-2.692271353,-11,-11,-11,-11,-3.200584943,-11,-3.845372603,-11,-4.630799563,-2.711226973,1.828368148,-1.657155733,-1.464592973,-4.470492593,-1.717139733,-11,-0.618275443,-11,-11,-11,-4.123862443,0.539087408,-3.144627123,-5.043346223,-11,-1.695937163,-2.062703493,-0.770863873,-11,-4.099674683
-3.948664348,-11,3.042364323,0.692520363,-3.004023528,-0.774748667,1.029226863,-11,-2.354816128,3.215219313,-0.020753147,-3.327755858,-11,-11,-3.656879158,-11,-2.921480788,-11,-11,-11,-11,-11,1.499558163,-1.682177368,-1.254855348,-4.555055628,-1.765305428,-4.728520438,-0.156284678,-11,-11,-11,-4.158687658,-0.069014157,-1.911618338,-11,-11,-4.280011768,-2.366382938,-1.279878798,-6.468950238,-11
-11,0.58838111,-11,-11,-11,-11,-0.66110881,-11,-2.85160448,-11,-2.1131522,1.81803103,-11,-11,-11,-1.82792917,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-2.10812799,-11,-11,-11,-11,-11,-11
-11,-11,-4.36953225,-2.72177652,-5.48780361,-6.79336185,1.28552,-1.45896944,-3.68871734,-0.29573391,-0.48166315,-2.56016123,-11,-11,-11,-11,-1.90316843,-11,-3.9095274,-11,-11,-11,1.03333656,-0.89372507,-1.03045332,-11,-11,-11,-4.06829775,-11,-11,-11,-7.18433749,-4.87693672,-11,-6.52461408,-11,-4.71164075,-2.40470983,-0.79683586,-5.53912932,-4.28496537
-4.639175993,-11,-0.013443142,-0.999726143,-11,-5.260116713,1.650409538,0.670648538,-2.469442563,3.106182758,-0.828911382,-2.735619523,-11,-11,-4.349990653,-4.307160633,-1.072707993,-11,-3.397020243,-11,-11,-3.561494023,1.435726198,-0.503246453,-0.951841913,-4.032852503,-2.112870393,-11,-4.658226683,-11,-11,-11,-5.513071643,-1.400657323,-4.876404663,-5.923019513,-11,-2.930735123,-2.136457333,-0.973473972,-6.697678273,-2.315744493
-4.208266445,-11,2.094155005,1.456589705,-7.669255085,-1.169740355,1.342493415,-3.010093975,-1.249375865,3.941088415,-3.438479505,-2.241926805,-11,-11,-11,-11,-0.679290425,-11,-11,-11,-11,-11,1.551070025,0.230691695,-0.706615555,-3.913315275,-0.877946615,-11,-3.592302765,-11,-11,-11,-3.655630675,-4.485542765,-11,-11,-11,-1.176984945,-0.917975495,1.004292865,-11,-11
-3.026222505,-11,2.255246645,0.400214605,-11,-2.590832875,0.766017875,-0.795825075,-1.033594215,3.329550395,-0.641601455,-2.732124115,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,1.951299795,-1.681095385,0.098570075,-11,-2.213963275,-4.157580475,-0.580217545,-11,-11,-11,-4.715542785,-1.261002265,-11,-4.541727915,-11,-1.273954205,-4.335040525,0.616706415,-11,-11
-4.089477658,-11,2.973067503,-0.052496377,-1.899688508,-2.122678898,1.319915573,-4.015471848,-2.786430868,3.531544943,-3.292050488,-2.178993048,-11,-11,-11,-11,-1.983760898,-11,-11,-11,-11,-11,0.795668933,-1.866115008,-1.497354198,-4.157212608,-1.792812708,-4.055564588,0.171114093,-4.856145588,-11,-11,-5.197728908,-1.592784978,-3.969290378,-5.419057868,-6.083335208,-2.020247988,-2.123669648,-0.521994057,-11,-11
-4.3064777,-11,4.40993341,0.65816636,-0.29991828,-1.19764296,2.98488345,-11,-2.25015079,3.85329905,-2.9087022,-1.25710527,-11,-11,-11,-2.79508126,-1.26062933,-11,-2.53570949,-11,-11,-2.71984271,2.27627396,-0.64857437,-1.38697884,-11,0.13143036,-11,-0.23356279,-11,-11,-11,-4.16377694,0.54488268,-1.53487541,-2.5801269,-2.9188318,-1.70130823,-0.80697765,-1.15372892,-11,-3.62625679
-3.903874203,-11,-6.377448573,-1.012307723,-3.513838253,-5.009885773,0.295000598,-1.157502173,-2.230894793,1.862314018,-1.186861733,-3.431159483,-11,-6.169272843,-11,-11,-0.182877733,-11,-5.098753283,-11,-11,-6.611841843,0.800633697,-2.636476163,-2.659210113,-4.586473983,-0.306236223,-5.694697253,-5.124392033,-6.769128843,-11,-11,-6.794300853,-3.190383393,-5.261950423,-3.575936573,-11,-2.853374543,-1.413905003,-0.321302593,-6.958875503,-3.671271213
-11,-11,-11,-4.632410938,-11,-5.114207018,-3.274145078,-4.388875748,-4.405207068,-0.496523357,0.386699943,-1.557953548,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-2.992751968,-2.530050588,-3.119543688,-11,-11,-11,-4.847712888,-11,-11,-11,-11,-5.879694898,-11,-11,-11,-11,-11,-11,-3.969921428,-4.198770998
-2.236549963,-11,-1.064384863,0.751174767,-2.570934723,-1.180527133,2.122890418,-1.245323483,-1.055038243,3.890359248,-3.173740283,-0.829685703,-11,-11,-11,-3.267232893,0.036394517,-11,-11,-11,-11,-11,2.126597038,-0.707038623,0.216066717,-11,-1.403406863,-3.138006193,-11,-11,-4.030648723,-11,-5.665674113,-11,-11,-11,-11,-3.959283663,-0.201581153,2.230176988,-11,-11
-5.944981275,-11,-11,-3.634099295,-11,-11,-2.298781775,-0.296263135,-4.628326865,-0.115122565,-0.272521605,-2.398263895,-11,-11,-11,-11,-2.992299025,-11,-11,-11,-11,-11,0.523527755,-3.684743885,-2.624891085,-5.305666785,-11,-5.383458855,-11,-11,-11,-7.272952595,-8.045045335,-5.860882985,-3.514061475,-11,-11,-11,-4.011134685,-0.982503885,-6.582596995,-11
-6.584200773,-11,-11,-5.655188273,-11,-11,-2.944248073,-3.578963513,-4.013340253,-2.109441863,0.106246838,-0.649070553,-11,-11,-11,-4.313752933,-11,-11,-4.558082623,-11,-11,-11,-0.849973643,-2.276230153,-1.098857123,-5.698663083,-11,-11,-3.862601543,-7.258623583,-5.216680913,-11,-8.596171263,-11,-11,-11,-11,-11,-11,-11,-7.150953493,-4.463366703
-4.15048248,-11,2.46687865,-1.05497294,-11,-4.77081572,0.27825923,-3.05198138,-2.91259181,2.17173573,-0.56707836,-3.54262972,-11,-3.78606141,-11,-3.29599759,-1.15542556,-11,-11,-11,-11,-11,0.8185281,-0.60186171,-4.3322455,-11,0.30478605,-11,-3.14908832,-11,-11,-11,-7.07499255,-1.40736715,-4.48011946,-5.57652155,-11,-5.12822382,-4.27941569,-0.35355003,-7.94980232,-11
-11,-11,-11,-3.893596635,-11,-11,-0.909664635,-4.752839435,-4.280283125,0.116984635,0.149241815,-1.226539275,-11,-11,-11,-2.527842895,-2.441419915,-11,-3.701929105,-11,-11,-11,-0.389496945,-3.830200165,-2.276870165,-11,-11,-11,-3.554483835,-7.804256655,-11,-11,-11,-4.407788475,-11,-11,-11,-11,-4.851476065,-11,-5.379829475,-4.334527815
-2.822258293,-11,3.607746578,0.278753697,-2.034659213,-0.592976323,1.598440758,-2.268819143,-1.381031593,3.701515668,0.450080008,-1.485436013,-11,-11,-11,-11,-1.204543083,-11,-4.285709983,-11,-11,-3.805523303,1.104745188,-0.435568983,-1.456519363,-11,0.469268758,-4.434129473,0.268263277,-11,-11,-11,-6.732902523,-0.934966172,-11,-3.579506503,-11,-3.987375053,-2.033106243,0.155268838,-6.887628123,-11
-2.466703863,-11,0.274460268,1.570640758,-2.244525803,-1.097111033,0.822282758,-0.982886122,-1.524733033,5.015735938,-2.057463783,-1.643195493,-11,-11,-11,-11,-0.410160303,-11,-2.981306083,-11,-11,-11,1.693435538,-0.594462973,-1.741030583,-11,1.736447898,-11,-11,-11,-6.950164543,-11,-5.219377263,-2.464249293,-2.153387023,-11,-11,-0.438669873,-1.778290723,1.902262458,-6.743007423,-11
-11,-3.534081358,-11,-11,-11,-11,-1.528900508,-11,-3.027193528,-11,-11,-3.332380758,-11,-11,-2.648662708,-11,-11,-11,-11,-11,-11,-11,-11,0.506146413,-2.622338828,-11,-11,-11,0.342673763,-6.869918728,-11,-11,-11,-11,-0.936347308,-5.433385188,-11,-3.386058848,-2.507933658,-11,-11,-11
-3.100063768,-11,0.940039472,-3.550268468,-11,-7.500244078,0.703368823,-0.987785418,-2.065446778,2.137863173,-1.422393588,-1.818197518,-11,-11,-11,-11,-2.133694778,-11,-11,-11,-11,-11,1.270371083,-2.108989828,-2.689289038,-3.989981278,-2.740349478,-11,-11,-11,-11,-11,-4.843440608,-3.599982458,-3.026740408,-6.352086968,-11,-11,-2.212043798,-1.616815428,-8.436163838,-3.009372768
-2.60137248,-11,4.90239084,0.61490541,-1.20926673,-0.53951465,2.60557045,-4.51197525,-0.69711675,3.68549646,-2.97645479,-0.56826672,-11,-11,-11,-3.3434351,-0.69487792,-11,-2.18229137,-11,-11,-2.18926191,2.80513416,-0.74786946,-1.77772005,-11,1.31864464,-2.1341223,0.32758056,-11,-11,-11,-4.11731299,0.85453639,-3.9581305,-6.44067277,-2.31943655,-1.7542954,-1.24820006,-1.21755918,-11,-4.21504481
-2.893462413,-11,3.688765298,1.079746288,-1.604765023,-0.201447313,0.876615397,-3.284414523,-1.180988953,3.925549228,-1.447204673,-4.162010023,-11,-11,-11,-11,-0.493832873,-11,-11,-11,-11,-11,1.666831468,-0.789624363,-2.534231453,-11,0.945667787,-1.940710933,-0.370873703,-6.543148893,-11,-11,-2.939763563,-0.174001723,-11,-3.224617903,-11,-1.949224863,-3.283485083,0.753725587,-5.969064833,-11
-1.493111513,-11,5.007329088,0.841775227,-0.415226333,-0.446045353,2.201813188,-4.363122573,-1.216330553,3.952627778,-0.232008093,-1.305439183,-11,-11,-11,-11,-0.376142763,-11,-1.564107153,-11,-11,-1.590616353,2.041461508,-1.511877803,-1.848667813,-11,1.527331558,-1.817408633,0.793183807,-11,-11,-11,-4.978461333,0.900892677,-3.020664993,-11,-1.763343163,-1.268468993,-2.137963253,-1.089038143,-11,-11
-2.63249356,-11,3.58824056,0.30054265,-3.26847383,-1.98489931,2.13238046,-2.12333779,-2.58497208,4.15259737,-0.92912823,-4.35556764,-11,-11,-11,-11,0.07753311,-11,-2.32426456,-11,-11,-3.16633849,1.58159169,-0.23456026,-2.73969594,-7.98232918,-0.17628876,-2.44443885,0.60208545,-4.41400246,-11,-11,-5.91436381,-1.14008475,-11,-11,-11,-2.06453219,-1.78582137,-0.77802439,-7.97916127,-4.94233202
-11,-11,-11,-11,-11,-11,-2.463859595,-4.609272385,-3.438829625,-2.379470735,-0.665371655,-2.305631395,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,0.509464085,-5.346672495,-1.770539735,-11,-11,-11,-11,-11,-3.027707625,-11,-7.097152755,-11,-11,-4.728980945,-11,-11,-11,-1.216254585,-11,-11
-11,-11,-11,-4.875498148,-11,-5.519681048,-0.166764928,-2.121372358,-3.870649018,-3.867413128,-0.063790358,-1.059101558,-11,-11,-11,-11,-11,-11,-3.038922388,-11,-11,-11,0.346467112,-3.887294138,-3.062350098,-11,-11,-1.068143788,-11,-11,-2.703227028,-11,-8.399837008,-11,-11,-11,-11,-3.722792838,-5.001049558,-11,-5.914136268,-3.809996248
-4.764583733,-11,1.069904158,0.840908958,-1.602013513,-2.354893513,2.460764878,-0.463635942,-0.919685062,4.415460188,-1.253877853,-1.245216463,-11,-11,-11,-11,-1.012319273,-11,-11,-11,-11,-11,2.460089278,-0.747107162,-0.847398692,-11,1.634740298,-11,-11,-4.131815263,-11,-5.000326273,-4.360158823,-1.246226533,-11,-5.733283133,-11,-1.145905713,-0.568386982,1.443502348,-7.442212063,-11
-2.58155308,-11,2.22193145,0.79195522,-2.8561167,-2.29311177,0.72461775,-1.04149889,-1.44462737,4.30337665,-0.87502558,-3.13110755,-11,-11,-11,-11,-2.48143948,-11,-11,-11,-11,-11,2.11578595,-0.46476108,-11,-3.66368561,-1.78636664,-11,-0.5161892,-11,-3.51435738,-11,-4.7529503,-2.81899043,-11,-3.72507148,-4.04067712,-2.13463667,-1.34020024,1.20642147,-11,-11
-11,-0.151881325,-11,-2.242983875,-11,-11,-1.418128405,-11,-11,-11,-11,1.316645345,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-3.756118295,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-5.475817585,-11,-11,-11,-11,-11,-2.032049155
-2.654252295,-11,3.542680145,0.415560745,-1.673030635,-1.525016545,1.052808875,-6.795049165,-2.816213595,2.817269365,-0.037927525,-2.782148245,-11,-11,-11,-11,-1.941696815,-11,-11,-11,-11,-4.776261715,0.015955895,-2.550591585,-1.825704985,-5.631562415,-1.355357885,-1.158259365,-0.100578155,-11,-11,-11,-4.592082695,0.204061705,-4.141725915,-3.260192015,-2.252123995,-3.538948165,-3.073200365,-2.616359915,-6.809097965,-11
-11,-11,-0.570437,-1.74969329,-11,-4.30282561,-0.94329631,-0.00664529,-3.01905002,1.99291021,0.50190699,-3.58717962,-11,-11,-11,-11,-0.16231069,-11,-3.89958066,-11,-11,-11,1.08609587,-2.46435443,-1.43087558,-11,-1.88788934,-11,-3.28146142,-11,-11,-11,-6.09868479,-2.99629262,-11,-11,-11,-11,-1.86005994,0.86877944,-6.07435354,-3.39437004
-2.87586359,-11,-0.04776864,-0.49034267,-4.36415634,-3.93755605,-0.06451086,-0.67131287,-1.35876525,2.59526204,-1.98750473,-3.50127015,-11,-11,-11,-11,0.10333024,-11,-11,-11,-11,-11,1.83477047,-1.7725232,-0.83274309,-3.06276228,-1.44599169,-4.77791518,-1.84247168,-11,-4.21055591,-11,-5.99491029,-11,-3.29071798,-3.88006511,-4.54402721,-1.29336733,-1.6260271,0.66260478,-8.09815935,-11
-3.214354933,-11,1.023111008,0.331674297,-4.040542883,-1.489818623,1.051716448,-1.784581923,-2.260169713,3.122430188,-0.593222323,-4.111850863,-11,-11,-11,-11,-1.269050333,-11,-2.652678223,-11,-11,-11,1.803890768,-0.298869312,-1.217984653,-11,-2.212285043,-11,-3.736403243,-11,-11,-11,-3.560595953,-0.083927473,-11,-11,-11,-11,-1.916154903,0.199385758,-6.864878803,-4.283965213
-2.898744993,-11,0.383043508,-0.913040593,-11,-5.647487783,1.870712538,-1.216096613,-3.807298243,2.895576718,-2.701393183,-2.131588493,-11,-11,-11,-11,-0.000302473,-11,-3.972143663,-11,-11,-11,1.510020978,-1.414715353,-0.661146222,-4.185569053,-2.403471303,-11,-11,-11,-3.568226833,-11,-5.045350043,-3.523084403,-4.127124393,-11,-11,-4.279329573,-1.766891863,1.006610158,-7.121022813,-11
-11,-1.644007913,-11,-4.099455103,-11,-11,-0.625212082,-11,-2.901550073,-11,-11,-3.285831913,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,0.132131788,-11,-11,-11,-11,-1.518310343,-6.932587123,-11,-5.216045663,-11,-11,-2.247337403,-11,-11,-4.036299813,-2.485444453,-11,-11,-11
-11,-11,-5.87945823,-3.3197071,-11,-5.74351671,-0.77298507,-0.80369528,-2.42608738,1.78349759,-1.05820659,-4.42245539,-4.55584631,-11,-11,-11,-1.94419574,-11,-11,-11,-11,-11,0.91601362,-1.20609782,-1.03717167,-11,-11,-11,-11,-11,-11,-11,-7.67105633,-4.02209145,-2.88672828,-11,-11,-6.8522389,-2.04230051,-0.96796209,-8.28797701,-4.7907184
-2.849356685,-4.565920265,2.658723495,0.376571835,-1.722472835,-1.903643385,1.478191705,-1.949764845,-1.143410555,3.824160125,-1.422931355,-2.132807415,-11,-11,-11,-3.541824075,-2.073885405,-11,-11,-11,-11,-11,1.676481225,-1.133398595,-0.830803495,-11,-11,-3.714700815,0.257678175,-11,-11,-11,-4.562304465,-1.175029625,-4.008315105,-4.928362585,-3.514653875,-1.039952545,-1.261724995,0.792075865,-11,-11
-2.878993348,-11,4.269636023,-0.158271497,-0.919583758,-1.880656238,0.589016583,-4.945115698,-2.776893918,2.664394673,-1.650721268,-0.256717128,-11,-11,-11,-11,-3.874531618,-11,-1.415189708,-11,-11,-4.623735598,1.553763853,-1.471300938,-4.127406808,-11,0.889454053,-2.808059268,0.357940003,-4.571490768,-11,-11,-4.291633688,-0.335465557,-4.279054068,-7.307759008,-11,-4.480799198,-2.592652118,-1.822974488,-6.918401458,-11
-11,-3.744853175,-2.782493875,-0.297139645,-11,-2.594688025,0.100306235,-0.652406535,-1.803411765,2.131353845,-3.964170815,-2.724532895,-11,-11,-11,-2.730171665,-1.427507135,-11,-11,-11,-11,-11,2.537636545,0.245340605,-0.752238215,-4.020314895,-11,-11,-2.207035695,-11,-1.318649695,-11,-7.285924145,-11,-2.854743135,-4.043749905,-11,-0.738147655,-1.495258525,2.347142855,-11,-11
-11,-0.573313545,-11,-11,-11,-11,-1.848242735,-11,-11,-11,-2.896295195,0.503718085,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-3.596697685,-11,-11,-11,-2.521020565,-11,-11,-3.807506295,-11,-11,-11
-2.35877277,-3.84701428,3.58508065,-0.39940085,-2.62822902,-1.51263315,0.43569094,-2.32338345,-2.80853418,2.95392713,-2.10391234,-2.27513196,-11,-11,-4.34400811,-2.7365334,-1.40679059,-11,-2.02693336,-11,-5.47134681,-4.95211095,1.36041263,-3.47464991,-2.07753581,-3.30531226,-3.09987383,-11,-0.10429317,-11,-11,-11,-11,0.02449404,-11,-5.17985279,-11,-3.05209544,-2.97452197,0.32327781,-8.49836125,-4.45302916
-11,-11,-11,-11,-11,-5.297022695,0.671428205,-1.475947535,-3.902829645,-3.409783335,0.510476655,-0.066325715,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,0.695054775,-4.310921015,-1.011736035,-11,-11,-11,-3.765561605,-11,-11,-4.603734855,-11,-4.831143995,-11,-11,-11,-4.391942775,-11,-11,-5.866653015,-3.203578845
-3.18434912,-11,3.10671447,0.08652766,-3.89212896,-1.06297579,1.84078134,-3.31713739,-1.46340473,3.4093687,-1.48070094,-1.7028938,-11,-11,-11,-3.95475251,-2.3822863,-11,-11,-11,-11,-5.02233982,1.14978685,-1.11997114,-1.76770331,-11,-1.2143452,-11,0.44581197,-6.18512611,-11,-11,-5.76999361,-0.32153822,-11,-3.68906305,-4.99163334,-11,-2.30642406,0.05579525,-7.50107493,-5.93199245
-2.899597085,-11,2.507112945,0.421870175,-3.112902395,-1.369691305,2.110163225,-1.012140855,-1.462889645,3.531880845,-2.664477585,-3.168287545,-11,-11,-11,-11,-0.767020925,-11,-1.058749325,-11,-11,-3.335173275,2.413774325,-2.097831085,-1.975193255,-3.384736505,0.011399635,-4.242892745,0.129984075,-11,-2.970647085,-11,-3.595721815,-1.323414435,-4.009723335,-3.633728535,-11,-11,-1.010364175,1.014505725,-8.187440165,-3.894473645
-11,-11,-3.119228885,0.390663365,-11,-3.792841485,0.824668785,-2.207939075,-3.115772065,1.230165195,0.028020365,0.348739455,-11,-11,-11,-11,-0.236509155,-11,-11,-11,-11,-11,1.556385455,-0.846469355,-1.450892505,-3.185906865,-1.830030645,-11,-3.636110855,-11,-11,-11,-11,-3.086645965,-11,-4.441819665,-11,-11,-1.573951125,1.513333105,-7.531408495,-3.851069635
